Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
terulan,tulan,Infix,-er-,Synthetic meaning for tulan
lelenga,lenga,Infix,-el-,Synthetic meaning for lenga
temenyang,tenyang,Infix,-em-,Synthetic meaning for tenyang
gerawai,gawai,Infix,-er-,Synthetic meaning for gawai
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
selerek,serek,Infix,-el-,Synthetic meaning for serek
selerek,serek,Infix,-el-,Synthetic meaning for serek
bemento,bento,Infix,-em-,Synthetic meaning for bento
merelak,melak,Infix,-er-,Synthetic meaning for melak
gemulai,gulai,Infix,-em-,Synthetic meaning for gulai
lelenga,lenga,Infix,-el-,Synthetic meaning for lenga
delulen,dulen,Infix,-el-,Synthetic meaning for dulen
terilak,tilak,Infix,-er-,Synthetic meaning for tilak
lelumang,lumang,Infix,-el-,Synthetic meaning for lumang
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
telilak,tilak,Infix,-el-,Synthetic meaning for tilak
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
belajik,bajik,Infix,-el-,Synthetic meaning for bajik
melure,mure,Infix,-el-,Synthetic meaning for mure
sererek,serek,Infix,-er-,Synthetic meaning for serek
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
bemento,bento,Infix,-em-,Synthetic meaning for bento
lemenjo,lenjo,Infix,-em-,Synthetic meaning for lenjo
seruren,suren,Infix,-er-,Synthetic meaning for suren
lemekak,lekak,Infix,-em-,Synthetic meaning for lekak
gelenia,genia,Infix,-el-,Synthetic meaning for genia
gemupak,gupak,Infix,-em-,Synthetic meaning for gupak
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
demike,dike,Infix,-em-,Synthetic meaning for dike
gelupak,gupak,Infix,-el-,Synthetic meaning for gupak
lemupak,lupak,Infix,-em-,Synthetic meaning for lupak
belinar,binar,Infix,-el-,Synthetic meaning for binar
rerenah,renah,Infix,-er-,Synthetic meaning for renah
delulen,dulen,Infix,-el-,Synthetic meaning for dulen
gemenia,genia,Infix,-em-,Synthetic meaning for genia
gerawai,gawai,Infix,-er-,Synthetic meaning for gawai
gelenia,genia,Infix,-el-,Synthetic meaning for genia
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
telando,tando,Infix,-el-,Synthetic meaning for tando
semirat,sirat,Infix,-em-,Synthetic meaning for sirat
nelgele,ngele,Infix,-el-,Synthetic meaning for ngele
relawa,rawa,Infix,-el-,Synthetic meaning for rawa
kereme,keme,Infix,-er-,Synthetic meaning for keme
lelenjo,lenjo,Infix,-el-,Synthetic meaning for lenjo
melelak,melak,Infix,-el-,Synthetic meaning for melak
remenah,renah,Infix,-em-,Synthetic meaning for renah
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
semarek,sarek,Infix,-em-,Synthetic meaning for sarek
nergele,ngele,Infix,-er-,Synthetic meaning for ngele
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
gelelen,gelen,Infix,-el-,Synthetic meaning for gelen
kememe,keme,Infix,-em-,Synthetic meaning for keme
kememe,keme,Infix,-em-,Synthetic meaning for keme
seremak,semak,Infix,-er-,Synthetic meaning for semak
gelelen,gelen,Infix,-el-,Synthetic meaning for gelen
sererek,serek,Infix,-er-,Synthetic meaning for serek
gemawai,gawai,Infix,-em-,Synthetic meaning for gawai
memakan,makan,Infix,-em-,Synthetic meaning for makan
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
telenyang,tenyang,Infix,-el-,Synthetic meaning for tenyang
pelelak,pelak,Infix,-el-,Synthetic meaning for pelak
kerape,kape,Infix,-er-,Synthetic meaning for kape
kereme,keme,Infix,-er-,Synthetic meaning for keme
semerek,serek,Infix,-em-,Synthetic meaning for serek
semulu,sulu,Infix,-em-,Synthetic meaning for sulu
gelelen,gelen,Infix,-el-,Synthetic meaning for gelen
selemak,semak,Infix,-el-,Synthetic meaning for semak
bemule,bule,Infix,-em-,Synthetic meaning for bule
belinar,binar,Infix,-el-,Synthetic meaning for binar
keledah,kedah,Infix,-el-,Synthetic meaning for kedah
derulen,dulen,Infix,-er-,Synthetic meaning for dulen
berule,bule,Infix,-er-,Synthetic meaning for bule
gelelen,gelen,Infix,-el-,Synthetic meaning for gelen
seruren,suren,Infix,-er-,Synthetic meaning for suren
gemupak,gupak,Infix,-em-,Synthetic meaning for gupak
perayo,payo,Infix,-er-,Synthetic meaning for payo
temando,tando,Infix,-em-,Synthetic meaning for tando
geruren,guren,Infix,-er-,Synthetic meaning for guren
berulen,bulen,Infix,-er-,Synthetic meaning for bulen
melakan,makan,Infix,-el-,Synthetic meaning for makan
lerupak,lupak,Infix,-er-,Synthetic meaning for lupak
lerenjo,lenjo,Infix,-er-,Synthetic meaning for lenjo
geluren,guren,Infix,-el-,Synthetic meaning for guren
lemekak,lekak,Infix,-em-,Synthetic meaning for lekak
remenah,renah,Infix,-em-,Synthetic meaning for renah
gelulai,gulai,Infix,-el-,Synthetic meaning for gulai
merelak,melak,Infix,-er-,Synthetic meaning for melak
kelape,kape,Infix,-el-,Synthetic meaning for kape
seraren,saren,Infix,-er-,Synthetic meaning for saren
lelekak,lekak,Infix,-el-,Synthetic meaning for lekak
lerumang,lumang,Infix,-er-,Synthetic meaning for lumang
terabik,tabik,Infix,-er-,Synthetic meaning for tabik
bemulen,bulen,Infix,-em-,Synthetic meaning for bulen
uemlow,ulow,Infix,-em-,Synthetic meaning for ulow
lemenjo,lenjo,Infix,-em-,Synthetic meaning for lenjo
kerape,kape,Infix,-er-,Synthetic meaning for kape
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
relawa,rawa,Infix,-el-,Synthetic meaning for rawa
keleme,keme,Infix,-el-,Synthetic meaning for keme
kememe,keme,Infix,-em-,Synthetic meaning for keme
berajik,bajik,Infix,-er-,Synthetic meaning for bajik
lelekak,lekak,Infix,-el-,Synthetic meaning for lekak
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
pelade,pade,Infix,-el-,Synthetic meaning for pade
memure,mure,Infix,-em-,Synthetic meaning for mure
seluren,suren,Infix,-el-,Synthetic meaning for suren
belento,bento,Infix,-el-,Synthetic meaning for bento
kelape,kape,Infix,-el-,Synthetic meaning for kape
belinar,binar,Infix,-el-,Synthetic meaning for binar
delulen,dulen,Infix,-el-,Synthetic meaning for dulen
selaren,saren,Infix,-el-,Synthetic meaning for saren
memelak,melak,Infix,-em-,Synthetic meaning for melak
relenah,renah,Infix,-el-,Synthetic meaning for renah
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
perayo,payo,Infix,-er-,Synthetic meaning for payo
berule,bule,Infix,-er-,Synthetic meaning for bule
gelelen,gelen,Infix,-el-,Synthetic meaning for gelen
berengo,bengo,Infix,-er-,Synthetic meaning for bengo
seruren,suren,Infix,-er-,Synthetic meaning for suren
gerelen,gelen,Infix,-er-,Synthetic meaning for gelen
berengo,bengo,Infix,-er-,Synthetic meaning for bengo
temilak,tilak,Infix,-em-,Synthetic meaning for tilak
temenyang,tenyang,Infix,-em-,Synthetic meaning for tenyang
terenyang,tenyang,Infix,-er-,Synthetic meaning for tenyang
serabo,sabo,Infix,-er-,Synthetic meaning for sabo
kemape,kape,Infix,-em-,Synthetic meaning for kape
gerulai,gulai,Infix,-er-,Synthetic meaning for gulai
seremak,semak,Infix,-er-,Synthetic meaning for semak
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
selarek,sarek,Infix,-el-,Synthetic meaning for sarek
merure,mure,Infix,-er-,Synthetic meaning for mure
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
belengo,bengo,Infix,-el-,Synthetic meaning for bengo
kememe,keme,Infix,-em-,Synthetic meaning for keme
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
pelayo,payo,Infix,-el-,Synthetic meaning for payo
memelak,melak,Infix,-em-,Synthetic meaning for melak
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
belinar,binar,Infix,-el-,Synthetic meaning for binar
kerape,kape,Infix,-er-,Synthetic meaning for kape
perelak,pelak,Infix,-er-,Synthetic meaning for pelak
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
melure,mure,Infix,-el-,Synthetic meaning for mure
terulan,tulan,Infix,-er-,Synthetic meaning for tulan
selerek,serek,Infix,-el-,Synthetic meaning for serek
kerape,kape,Infix,-er-,Synthetic meaning for kape
bemelai,belai,Infix,-em-,Synthetic meaning for belai
kemape,kape,Infix,-em-,Synthetic meaning for kape
lemekak,lekak,Infix,-em-,Synthetic meaning for lekak
melakan,makan,Infix,-el-,Synthetic meaning for makan
seraren,saren,Infix,-er-,Synthetic meaning for saren
relawa,rawa,Infix,-el-,Synthetic meaning for rawa
semirat,sirat,Infix,-em-,Synthetic meaning for sirat
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
berelai,belai,Infix,-er-,Synthetic meaning for belai
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
terilak,tilak,Infix,-er-,Synthetic meaning for tilak
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
lerumang,lumang,Infix,-er-,Synthetic meaning for lumang
gerupak,gupak,Infix,-er-,Synthetic meaning for gupak
gelawai,gawai,Infix,-el-,Synthetic meaning for gawai
nergele,ngele,Infix,-er-,Synthetic meaning for ngele
belule,bule,Infix,-el-,Synthetic meaning for bule
seminge,singe,Infix,-em-,Synthetic meaning for singe
pemelak,pelak,Infix,-em-,Synthetic meaning for pelak
memure,mure,Infix,-em-,Synthetic meaning for mure
serarek,sarek,Infix,-er-,Synthetic meaning for sarek
derulen,dulen,Infix,-er-,Synthetic meaning for dulen
sererek,serek,Infix,-er-,Synthetic meaning for serek
belule,bule,Infix,-el-,Synthetic meaning for bule
kememe,keme,Infix,-em-,Synthetic meaning for keme
temenyang,tenyang,Infix,-em-,Synthetic meaning for tenyang
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
serarek,sarek,Infix,-er-,Synthetic meaning for sarek
memakan,makan,Infix,-em-,Synthetic meaning for makan
terilak,tilak,Infix,-er-,Synthetic meaning for tilak
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
serabo,sabo,Infix,-er-,Synthetic meaning for sabo
gemuren,guren,Infix,-em-,Synthetic meaning for guren
rerenah,renah,Infix,-er-,Synthetic meaning for renah
selarek,sarek,Infix,-el-,Synthetic meaning for sarek
gemawai,gawai,Infix,-em-,Synthetic meaning for gawai
bemento,bento,Infix,-em-,Synthetic meaning for bento
pemade,pade,Infix,-em-,Synthetic meaning for pade
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
geluren,guren,Infix,-el-,Synthetic meaning for guren
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
lemupak,lupak,Infix,-em-,Synthetic meaning for lupak
temulan,tulan,Infix,-em-,Synthetic meaning for tulan
merakan,makan,Infix,-er-,Synthetic meaning for makan
serabo,sabo,Infix,-er-,Synthetic meaning for sabo
bemulen,bulen,Infix,-em-,Synthetic meaning for bulen
melelak,melak,Infix,-el-,Synthetic meaning for melak
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
gemenia,genia,Infix,-em-,Synthetic meaning for genia
belengo,bengo,Infix,-el-,Synthetic meaning for bengo
gemawai,gawai,Infix,-em-,Synthetic meaning for gawai
delike,dike,Infix,-el-,Synthetic meaning for dike
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
gemulai,gulai,Infix,-em-,Synthetic meaning for gulai
kemape,kape,Infix,-em-,Synthetic meaning for kape
gerulai,gulai,Infix,-er-,Synthetic meaning for gulai
demike,dike,Infix,-em-,Synthetic meaning for dike
belajik,bajik,Infix,-el-,Synthetic meaning for bajik
gelupak,gupak,Infix,-el-,Synthetic meaning for gupak
selarek,sarek,Infix,-el-,Synthetic meaning for sarek
bemule,bule,Infix,-em-,Synthetic meaning for bule
pemade,pade,Infix,-em-,Synthetic meaning for pade
gerawai,gawai,Infix,-er-,Synthetic meaning for gawai
cerinde,cinde,Infix,-er-,Synthetic meaning for cinde
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
melelak,melak,Infix,-el-,Synthetic meaning for melak
belinar,binar,Infix,-el-,Synthetic meaning for binar
terilak,tilak,Infix,-er-,Synthetic meaning for tilak
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
berule,bule,Infix,-er-,Synthetic meaning for bule
lelenjo,lenjo,Infix,-el-,Synthetic meaning for lenjo
memelak,melak,Infix,-em-,Synthetic meaning for melak
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
seraren,saren,Infix,-er-,Synthetic meaning for saren
sememak,semak,Infix,-em-,Synthetic meaning for semak
keleme,keme,Infix,-el-,Synthetic meaning for keme
memelak,melak,Infix,-em-,Synthetic meaning for melak
selabo,sabo,Infix,-el-,Synthetic meaning for sabo
lemumang,lumang,Infix,-em-,Synthetic meaning for lumang
terenyang,tenyang,Infix,-er-,Synthetic meaning for tenyang
semuren,suren,Infix,-em-,Synthetic meaning for suren
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
telenyang,tenyang,Infix,-el-,Synthetic meaning for tenyang
perelak,pelak,Infix,-er-,Synthetic meaning for pelak
belento,bento,Infix,-el-,Synthetic meaning for bento
rerenah,renah,Infix,-er-,Synthetic meaning for renah
gelulai,gulai,Infix,-el-,Synthetic meaning for gulai
melure,mure,Infix,-el-,Synthetic meaning for mure
telando,tando,Infix,-el-,Synthetic meaning for tando
gemawai,gawai,Infix,-em-,Synthetic meaning for gawai
berajik,bajik,Infix,-er-,Synthetic meaning for bajik
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
gerenia,genia,Infix,-er-,Synthetic meaning for genia
rerendo,rendo,Infix,-er-,Synthetic meaning for rendo
pemade,pade,Infix,-em-,Synthetic meaning for pade
kereme,keme,Infix,-er-,Synthetic meaning for keme
gelulai,gulai,Infix,-el-,Synthetic meaning for gulai
telabik,tabik,Infix,-el-,Synthetic meaning for tabik
rerawa,rawa,Infix,-er-,Synthetic meaning for rawa
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
temilak,tilak,Infix,-em-,Synthetic meaning for tilak
relawa,rawa,Infix,-el-,Synthetic meaning for rawa
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
delike,dike,Infix,-el-,Synthetic meaning for dike
bemule,bule,Infix,-em-,Synthetic meaning for bule
melure,mure,Infix,-el-,Synthetic meaning for mure
belulen,bulen,Infix,-el-,Synthetic meaning for bulen
berengo,bengo,Infix,-er-,Synthetic meaning for bengo
berento,bento,Infix,-er-,Synthetic meaning for bento
belinar,binar,Infix,-el-,Synthetic meaning for binar
semabo,sabo,Infix,-em-,Synthetic meaning for sabo
gelawai,gawai,Infix,-el-,Synthetic meaning for gawai
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
beminar,binar,Infix,-em-,Synthetic meaning for binar
demike,dike,Infix,-em-,Synthetic meaning for dike
lelupak,lupak,Infix,-el-,Synthetic meaning for lupak
lemenga,lenga,Infix,-em-,Synthetic meaning for lenga
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
memelak,melak,Infix,-em-,Synthetic meaning for melak
nergele,ngele,Infix,-er-,Synthetic meaning for ngele
lerekak,lekak,Infix,-er-,Synthetic meaning for lekak
semirat,sirat,Infix,-em-,Synthetic meaning for sirat
rerenah,renah,Infix,-er-,Synthetic meaning for renah
nemgele,ngele,Infix,-em-,Synthetic meaning for ngele
pemayo,payo,Infix,-em-,Synthetic meaning for payo
gelupak,gupak,Infix,-el-,Synthetic meaning for gupak
remawa,rawa,Infix,-em-,Synthetic meaning for rawa
semaren,saren,Infix,-em-,Synthetic meaning for saren
gerenia,genia,Infix,-er-,Synthetic meaning for genia
terulan,tulan,Infix,-er-,Synthetic meaning for tulan
rerawa,rawa,Infix,-er-,Synthetic meaning for rawa
derike,dike,Infix,-er-,Synthetic meaning for dike
belento,bento,Infix,-el-,Synthetic meaning for bento
belajik,bajik,Infix,-el-,Synthetic meaning for bajik
nelgele,ngele,Infix,-el-,Synthetic meaning for ngele
temando,tando,Infix,-em-,Synthetic meaning for tando
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
gemulai,gulai,Infix,-em-,Synthetic meaning for gulai
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
memelak,melak,Infix,-em-,Synthetic meaning for melak
temabik,tabik,Infix,-em-,Synthetic meaning for tabik
relawa,rawa,Infix,-el-,Synthetic meaning for rawa
belulen,bulen,Infix,-el-,Synthetic meaning for bulen
berelai,belai,Infix,-er-,Synthetic meaning for belai
selabo,sabo,Infix,-el-,Synthetic meaning for sabo
serabo,sabo,Infix,-er-,Synthetic meaning for sabo
ceminde,cinde,Infix,-em-,Synthetic meaning for cinde
relenah,renah,Infix,-el-,Synthetic meaning for renah
lelumang,lumang,Infix,-el-,Synthetic meaning for lumang
uerlow,ulow,Infix,-er-,Synthetic meaning for ulow
semaren,saren,Infix,-em-,Synthetic meaning for saren
serirat,sirat,Infix,-er-,Synthetic meaning for sirat
semabo,sabo,Infix,-em-,Synthetic meaning for sabo
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
kerape,kape,Infix,-er-,Synthetic meaning for kape
pelade,pade,Infix,-el-,Synthetic meaning for pade
nelgele,ngele,Infix,-el-,Synthetic meaning for ngele
demulen,dulen,Infix,-em-,Synthetic meaning for dulen
pelayo,payo,Infix,-el-,Synthetic meaning for payo
gerulai,gulai,Infix,-er-,Synthetic meaning for gulai
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
perade,pade,Infix,-er-,Synthetic meaning for pade
relenah,renah,Infix,-el-,Synthetic meaning for renah
bemento,bento,Infix,-em-,Synthetic meaning for bento
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
gemenia,genia,Infix,-em-,Synthetic meaning for genia
seminge,singe,Infix,-em-,Synthetic meaning for singe
lemekak,lekak,Infix,-em-,Synthetic meaning for lekak
gelenia,genia,Infix,-el-,Synthetic meaning for genia
seruren,suren,Infix,-er-,Synthetic meaning for suren
gemelen,gelen,Infix,-em-,Synthetic meaning for gelen
bemule,bule,Infix,-em-,Synthetic meaning for bule
terando,tando,Infix,-er-,Synthetic meaning for tando
lerenga,lenga,Infix,-er-,Synthetic meaning for lenga
lerekak,lekak,Infix,-er-,Synthetic meaning for lekak
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
uemlow,ulow,Infix,-em-,Synthetic meaning for ulow
selulu,sulu,Infix,-el-,Synthetic meaning for sulu
delike,dike,Infix,-el-,Synthetic meaning for dike
serirat,sirat,Infix,-er-,Synthetic meaning for sirat
telilak,tilak,Infix,-el-,Synthetic meaning for tilak
terulan,tulan,Infix,-er-,Synthetic meaning for tulan
bemule,bule,Infix,-em-,Synthetic meaning for bule
belulen,bulen,Infix,-el-,Synthetic meaning for bulen
memelak,melak,Infix,-em-,Synthetic meaning for melak
nemgele,ngele,Infix,-em-,Synthetic meaning for ngele
seremak,semak,Infix,-er-,Synthetic meaning for semak
kerape,kape,Infix,-er-,Synthetic meaning for kape
terabik,tabik,Infix,-er-,Synthetic meaning for tabik
merelak,melak,Infix,-er-,Synthetic meaning for melak
semaren,saren,Infix,-em-,Synthetic meaning for saren
celinde,cinde,Infix,-el-,Synthetic meaning for cinde
lelupak,lupak,Infix,-el-,Synthetic meaning for lupak
telulan,tulan,Infix,-el-,Synthetic meaning for tulan
rerendo,rendo,Infix,-er-,Synthetic meaning for rendo
kemedah,kedah,Infix,-em-,Synthetic meaning for kedah
telenyang,tenyang,Infix,-el-,Synthetic meaning for tenyang
relendo,rendo,Infix,-el-,Synthetic meaning for rendo
pemelak,pelak,Infix,-em-,Synthetic meaning for pelak
berinar,binar,Infix,-er-,Synthetic meaning for binar
berelai,belai,Infix,-er-,Synthetic meaning for belai
berento,bento,Infix,-er-,Synthetic meaning for bento
kereme,keme,Infix,-er-,Synthetic meaning for keme
demike,dike,Infix,-em-,Synthetic meaning for dike
gemulai,gulai,Infix,-em-,Synthetic meaning for gulai
kememe,keme,Infix,-em-,Synthetic meaning for keme
